"Series Code","Indicator Name",,,,"Source"
"SE.ADT.LITR.ZS","Literacy rate, adult total (% of people ages 15 and above)",,,,"UNESCO Institute for Statistics"
"SE.COM.DURS","Compulsory education, duration (years)",,,,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
"SE.ENR.PRIM.FM.ZS","School enrollment, primary (gross), gender parity index (GPI)",,,,"UNESCO Institute for Statistics"
"SE.ENR.PRSC.FM.ZS","School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,"UNESCO Institute for Statistics"
"SE.ENR.SECO.FM.ZS","School enrollment, secondary (gross), gender parity index (GPI)",,,,"UNESCO Institute for Statistics"
"SE.ENR.TERT.FM.ZS","School enrollment, tertiary (gross), gender parity index (GPI)",,,,"UNESCO Institute for Statistics"
"SE.PRE.DURS","Preprimary education, duration (years)",,,,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
"SE.PRE.ENRL.TC.ZS","Pupil-teacher ratio, preprimary",,,,"UNESCO Institute for Statistics"
"SE.PRE.ENRR","School enrollment, preprimary (% gross)",,,,"UNESCO Institute for Statistics"
"SE.PRE.ENRR.FE","School enrollment, preprimary, female (% gross)",,,,"UNESCO Institute for Statistics"
"SE.PRE.ENRR.MA","School enrollment, preprimary, male (% gross)",,,,"UNESCO Institute for Statistics"
"SE.PRE.TCAQ.FE.ZS","Trained teachers in preprimary education, female (% of female teachers)",,,,"UNESCO Institute for Statistics"
"SE.PRE.TCAQ.MA.ZS","Trained teachers in preprimary education, male (% of male teachers)",,,,"UNESCO Institute for Statistics"
"SE.PRE.TCAQ.ZS","Trained teachers in preprimary education (% of total teachers)",,,,"UNESCO Institute for Statistics"
"SE.PRM.AGES","Primary school starting age (years)",,,,"UNESCO Institute for Statistics"
"SE.PRM.CMPT.FE.ZS","Primary completion rate, female (% of relevant age group)",,,,"UNESCO Institute for Statistics"
"SE.PRM.CMPT.MA.ZS","Primary completion rate, male (% of relevant age group)",,,,"UNESCO Institute for Statistics"
"SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",,,,"UNESCO Institute for Statistics"
"SE.PRM.CUAT.FE.ZS","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",,,,"UNESCO Institute for Statistics"
"SE.PRM.CUAT.MA.ZS","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",,,,"UNESCO Institute for Statistics"
"SE.PRM.CUAT.ZS","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",,,,"UNESCO Institute for Statistics"
"SE.PRM.DURS","Primary education, duration (years)",,,,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
"SE.PRM.ENRL","Primary education, pupils",,,,"UNESCO Institute for Statistics"
"SE.PRM.ENRL.FE.ZS","Primary education, pupils (% female)",,,,"UNESCO Institute for Statistics"
"SE.PRM.ENRL.TC.ZS","Pupil-teacher ratio, primary",,,,"UNESCO Institute for Statistics"
"SE.PRM.ENRR","School enrollment, primary (% gross)",,,,"UNESCO Institute for Statistics"
"SE.PRM.ENRR.FE","School enrollment, primary, female (% gross)",,,,"UNESCO Institute for Statistics"
"SE.PRM.ENRR.MA","School enrollment, primary, male (% gross)",,,,"UNESCO Institute for Statistics"
"SE.PRM.GINT.FE.ZS","Gross intake ratio in first grade of primary education, female (% of relevant age group)",,,,"UNESCO Institute for Statistics"
"SE.PRM.GINT.MA.ZS","Gross intake ratio in first grade of primary education, male (% of relevant age group)",,,,"UNESCO Institute for Statistics"
"SE.PRM.GINT.ZS","Gross intake ratio in first grade of primary education, total (% of relevant age group)",,,,"UNESCO Institute for Statistics"
"SE.PRM.NENR","School enrollment, primary (% net)",,,,"UNESCO Institute for Statistics"
"SE.PRM.NENR.FE","School enrollment, primary, female (% net)",,,,"UNESCO Institute for Statistics"
"SE.PRM.NENR.MA","School enrollment, primary, male (% net)",,,,"UNESCO Institute for Statistics"
"SE.PRM.NINT.FE.ZS","Net intake rate in grade 1, female (% of official school-age population)",,,,"UNESCO Institute for Statistics"
"SE.PRM.NINT.MA.ZS","Net intake rate in grade 1, male (% of official school-age population)",,,,"UNESCO Institute for Statistics"
"SE.PRM.NINT.ZS","Net intake rate in grade 1 (% of official school-age population)",,,,"UNESCO Institute for Statistics"
"SE.PRM.OENR.FE.ZS","Over-age students, primary, female (% of female enrollment)",,,,"UNESCO Institute for Statistics"
"SE.PRM.OENR.MA.ZS","Over-age students, primary, male (% of male enrollment)",,,,"UNESCO Institute for Statistics"
"SE.PRM.OENR.ZS","Over-age students, primary (% of enrollment)",,,,"UNESCO Institute for Statistics"
"SE.PRM.PRIV.ZS","School enrollment, primary, private (% of total primary)",,,,"UNESCO Institute for Statistics"
"SE.PRM.PRS5.FE.ZS","Persistence to grade 5, female (% of cohort)",,,,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
"SE.PRM.PRS5.MA.ZS","Persistence to grade 5, male (% of cohort)",,,,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
"SE.PRM.PRS5.ZS","Persistence to grade 5, total (% of cohort)",,,,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
"SE.PRM.PRSL.FE.ZS","Persistence to last grade of primary, female (% of cohort)",,,,"UNESCO Institute for Statistics"
"SE.PRM.PRSL.MA.ZS","Persistence to last grade of primary, male (% of cohort)",,,,"UNESCO Institute for Statistics"
"SE.PRM.PRSL.ZS","Persistence to last grade of primary, total (% of cohort)",,,,"UNESCO Institute for Statistics"
"SE.PRM.REPT.FE.ZS","Repeaters, primary, female (% of female enrollment)",,,,"UNESCO Institute for Statistics"
"SE.PRM.REPT.MA.ZS","Repeaters, primary, male (% of male enrollment)",,,,"UNESCO Institute for Statistics"
"SE.PRM.REPT.ZS","Repeaters, primary, total (% of total enrollment)",,,,"UNESCO Institute for Statistics"
"SE.PRM.TCAQ.FE.ZS","Trained teachers in primary education, female (% of female teachers)",,,,"UNESCO Institute for Statistics"
"SE.PRM.TCAQ.MA.ZS","Trained teachers in primary education, male (% of male teachers)",,,,"UNESCO Institute for Statistics"
"SE.PRM.TCAQ.ZS","Trained teachers in primary education (% of total teachers)",,,,"UNESCO Institute for Statistics"
"SE.PRM.TCHR","Primary education, teachers",,,,"UNESCO Institute for Statistics"
"SE.PRM.TCHR.FE.ZS","Primary education, teachers (% female)",,,,"UNESCO Institute for Statistics"
"SE.PRM.TENR","Adjusted net enrollment rate, primary (% of primary school age children)",,,,"UNESCO Institute for Statistics"
"SE.PRM.TENR.FE","Adjusted net enrollment rate, primary, female (% of primary school age children)",,,,"UNESCO Institute for Statistics"
"SE.PRM.TENR.MA","Adjusted net enrollment rate, primary, male (% of primary school age children)",,,,"UNESCO Institute for Statistics"
"SE.PRM.UNER","Children out of school, primary",,,,"UNESCO Institute for Statistics"
"SE.PRM.UNER.FE","Children out of school, primary, female",,,,"UNESCO Institute for Statistics"
"SE.PRM.UNER.FE.ZS","Children out of school, female (% of female primary school age)",,,,"UNESCO Institute for Statistics"
"SE.PRM.UNER.MA","Children out of school, primary, male",,,,"UNESCO Institute for Statistics"
"SE.PRM.UNER.MA.ZS","Children out of school, male (% of male primary school age)",,,,"UNESCO Institute for Statistics"
"SE.PRM.UNER.ZS","Children out of school (% of primary school age)",,,,"UNESCO Institute for Statistics"
"SE.SEC.AGES","Lower secondary school starting age (years)",,,,"UNESCO Institute for Statistics"
"SE.SEC.CMPT.LO.FE.ZS","Lower secondary completion rate, female (% of relevant age group)",,,,"UNESCO Institute for Statistics"
"SE.SEC.CMPT.LO.MA.ZS","Lower secondary completion rate, male (% of relevant age group)",,,,"UNESCO Institute for Statistics"
"SE.SEC.CMPT.LO.ZS","Lower secondary completion rate, total (% of relevant age group)",,,,"UNESCO Institute for Statistics"
"SE.SEC.CUAT.LO.FE.ZS","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",,,,"UNESCO Institute for Statistics"
"SE.SEC.CUAT.LO.MA.ZS","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",,,,"UNESCO Institute for Statistics"
"SE.SEC.CUAT.LO.ZS","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",,,,"UNESCO Institute for Statistics"
"SE.SEC.CUAT.PO.FE.ZS","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",,,,"UNESCO Institute for Statistics"
"SE.SEC.CUAT.PO.MA.ZS","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",,,,"UNESCO Institute for Statistics"
"SE.SEC.CUAT.PO.ZS","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",,,,"UNESCO Institute for Statistics"
"SE.SEC.CUAT.UP.FE.ZS","Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",,,,"UNESCO Institute for Statistics"
"SE.SEC.CUAT.UP.MA.ZS","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",,,,"UNESCO Institute for Statistics"
"SE.SEC.CUAT.UP.ZS","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",,,,"UNESCO Institute for Statistics"
"SE.SEC.DURS","Secondary education, duration (years)",,,,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
"SE.SEC.ENRL","Secondary education, pupils",,,,"UNESCO Institute for Statistics"
"SE.SEC.ENRL.FE.ZS","Secondary education, pupils (% female)",,,,"UNESCO Institute for Statistics"
"SE.SEC.ENRL.GC","Secondary education, general pupils",,,,"UNESCO Institute for Statistics"
"SE.SEC.ENRL.GC.FE.ZS","Secondary education, general pupils (% female)",,,,"UNESCO Institute for Statistics"
"SE.SEC.ENRL.LO.TC.ZS","Pupil-teacher ratio, lower secondary",,,,"UNESCO Institute for Statistics"
"SE.SEC.ENRL.TC.ZS","Pupil-teacher ratio, secondary",,,,"UNESCO Institute for Statistics"
"SE.SEC.ENRL.UP.TC.ZS","Pupil-teacher ratio, upper secondary",,,,"UNESCO Institute for Statistics"
"SE.SEC.ENRL.VO","Secondary education, vocational pupils",,,,"UNESCO Institute for Statistics"
"SE.SEC.ENRL.VO.FE.ZS","Secondary education, vocational pupils (% female)",,,,"UNESCO Institute for Statistics"
"SE.SEC.ENRR","School enrollment, secondary (% gross)",,,,"UNESCO Institute for Statistics"
"SE.SEC.ENRR.FE","School enrollment, secondary, female (% gross)",,,,"UNESCO Institute for Statistics"
"SE.SEC.ENRR.MA","School enrollment, secondary, male (% gross)",,,,"UNESCO Institute for Statistics"
"SE.SEC.NENR","School enrollment, secondary (% net)",,,,"UNESCO Institute for Statistics"
"SE.SEC.NENR.FE","School enrollment, secondary, female (% net)",,,,"UNESCO Institute for Statistics"
"SE.SEC.NENR.MA","School enrollment, secondary, male (% net)",,,,"UNESCO Institute for Statistics"
"SE.SEC.PRIV.ZS","School enrollment, secondary, private (% of total secondary)",,,,"UNESCO Institute for Statistics"
"SE.SEC.PROG.FE.ZS","Progression to secondary school, female (%)",,,,"UNESCO Institute for Statistics"
"SE.SEC.PROG.MA.ZS","Progression to secondary school, male (%)",,,,"UNESCO Institute for Statistics"
"SE.SEC.PROG.ZS","Progression to secondary school (%)",,,,"UNESCO Institute for Statistics"
"SE.SEC.TCAQ.FE.ZS","Trained teachers in secondary education, female (% of female teachers)",,,,"UNESCO Institute for Statistics"
"SE.SEC.TCAQ.LO.FE.ZS","Trained teachers in lower secondary education, female (% of female teachers)",,,,"UNESCO Institute for Statistics"
"SE.SEC.TCAQ.LO.MA.ZS","Trained teachers in lower secondary education, male (% of male teachers)",,,,"UNESCO Institute for Statistics"
"SE.SEC.TCAQ.LO.ZS","Trained teachers in lower secondary education (% of total teachers)",,,,"UNESCO Institute for Statistics"
